Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"PCB","pcb blinky board",1,14.10,"https://cart.jlcpcb.com/quote?stencilLayer=2&stencilWidth=100&stencilLength=100&stencilCounts=5&plateType=1&spm=Jlcpcb.Homepage.1010&spm=Jlcpcb.Instantquote&_t=1782449240189&up_spm=Jlcpcb.Loginpage.1003","JLCPCB"
